category,cooking_method,cuisine,image,ingredients,prep_time,recipe_name,serves,tags
,"['Heat oil, add fenugreek and dried chilies. Add ginger-garlic paste, turmeric, then bamboo shoots; sauté 3 minutes. Add soaked bodi, potatoes, salt, and water. Bring to boil, then simmer for 30–40 minutes until bodi are soft and curry thickens. Garnish with cilantro. Serve with rice.']",['Nepali'],https://images.unsplash.com/photo-1466637574441-749b8f19452f?w=800&q=80,"['2 medium potatoes (cubed)', '1 cup fermented bamboo shoots (tama)', '1/2 cup dried black-eyed peas (bodi, soaked overnight)', '3 tablespoons mustard oil', '1 teaspoon fenugreek seeds', '2 dried red chilies', '1 teaspoon turmeric powder', '1 tablespoon ginger-garlic paste', '1 teaspoon salt', '4 cups water', '2 tablespoons fresh cilantro']",20 minutes (plus overnight soaking for bodi),Alu Tama Bodi,4 servings,"Vegetarian, Main Course"
,"['Heat oil, add cumin seeds, then onion; sauté until brown. Add ginger-garlic paste, turmeric, chili powder; cook 1 minute. Add tomato puree; cook until oil separates. Add mushrooms and salt; cook 5–7 minutes until mushrooms release water and then dry slightly. Sprinkle garam masala. Add cream if desired. Serve hot.']",['Nepali'],https://images.unsplash.com/photo-1512621776951-a57141f2eefd?w=800&q=80,"['400g button mushrooms (quartered)', '2 tablespoons mustard oil', '1 teaspoon cumin seeds', '1 onion (chopped)', '2 tomatoes (pureed)', '1 teaspoon ginger paste', '1 teaspoon garlic paste', '1 teaspoon turmeric powder', '1 teaspoon red chili powder', '1 teaspoon garam masala', '1 teaspoon salt', '2 tablespoons fresh cream (optional)']",10 minutes,Mushroom Tarkari,4 servings,"Vegetarian, Main Course"
,"['Heat 2 tbsp oil, shallow fry tofu cubes until golden; set aside. Add remaining oil, cumin seeds, onion, green chilies; sauté until golden. Add ginger-garlic paste, turmeric, coriander, chili powder; cook 1 minute. Add tomato puree and salt; cook until oil separates. Add fried tofu and 1/2 cup water; simmer 5 minutes. Add garam masala and cilantro.']",['Nepali'],https://images.unsplash.com/photo-1498837167922-ddd27525d352?w=800&q=80,"['400g firm tofu (cubed)', '3 tablespoons mustard oil', '1 teaspoon cumin seeds', '1 onion (finely chopped)', '2 green chilies (slit)', '1 tablespoon ginger-garlic paste', '1 teaspoon turmeric powder', '1 teaspoon coriander powder', '1 teaspoon red chili powder', '2 tomatoes (pureed)', '1 teaspoon salt', '1/2 teaspoon garam masala', '2 tablespoons fresh cilantro']",10 minutes,Tofu Tarkari,4 servings,"Vegetarian, Main Course"
,"['Heat oil, add cumin seeds and onion; sauté until golden. Add ginger-garlic paste, turmeric, chili powder, coriander; cook 1 minute. Add tomato puree and salt; cook until oil separates. Add paneer cubes and 1/2 cup water; simmer 5 minutes. Add garam masala and cream; stir gently. Garnish with cilantro.']",['Nepali'],https://images.unsplash.com/photo-1567620832903-9fc6debc209f?w=800&q=80,"['400g paneer (cubed)', '3 tablespoons mustard oil', '1 teaspoon cumin seeds', '1 onion (finely chopped)', '1 tablespoon ginger-garlic paste', '1 teaspoon turmeric powder', '1 teaspoon red chili powder', '1 teaspoon coriander powder', '2 tomatoes (pureed)', '1 teaspoon salt', '1/2 teaspoon garam masala', '2 tablespoons fresh cream', '2 tablespoons fresh cilantro']",10 minutes,Paneer Tarkari,4 servings,"Vegetarian, Main Course"
,"['Heat oil, add bay leaves, cloves, cardamom, cinnamon. Add onions; sauté until dark brown. Add ginger-garlic paste, turmeric, chili powder, coriander; cook 2 minutes. Add tomato puree; cook until oil separates. Add meat and salt; fry until meat browns. Add water, bring to boil, then simmer covered until meat tender (20–30 mins for chicken, 45–60 mins for goat/buffalo). Add garam masala and cilantro.']",['Nepali'],https://images.unsplash.com/photo-1563379091054-1e4dddd2fbdc?w=800&q=80,"['500g meat (goat/chicken/buffalo, cubed)', '4 tablespoons mustard oil', '2 bay leaves', '4 cloves', '4 cardamom pods', '1 cinnamon stick', '2 onions (finely chopped)', '2 tablespoons ginger-garlic paste', '2 teaspoons turmeric powder', '2 teaspoons red chili powder', '2 teaspoons coriander powder', '3 tomatoes (pureed)', '1 tablespoon salt', '2 cups water', '1 teaspoon garam masala', '2 tablespoons fresh cilantro']",20 minutes,Masu Ko Tarkari (Meat Curry – Base Recipe),4 servings,"Non-Vegetarian, Main Course"
,['Follow same as dish #50 (Masu Ko Tarkari). Cook goat meat for 45–60 minutes until tender.'],['Nepali'],https://images.unsplash.com/photo-1551248429-40975aa4de74?w=800&q=80,"['500g goat meat (with bone, cubed)', '4 tablespoons mustard oil', '2 bay leaves', '4 cloves', '4 green cardamoms', '1 black cardamom', '1 cinnamon stick', '2 onions (sliced)', '2 tablespoons ginger-garlic paste', '2 teaspoons turmeric', '2 teaspoons red chili powder', '2 teaspoons coriander powder', '3 tomatoes (chopped)', '1 tablespoon salt', '2 cups water', '1 teaspoon garam masala', '2 tablespoons fresh cilantro']",20 minutes,Khasi Ko Masu (Goat Curry),4 servings,"Non-Vegetarian, Main Course"
,"['Heat oil, add cumin seeds and onions; sauté until golden. Add ginger-garlic paste, turmeric, chili powder, coriander; cook 2 minutes. Add tomato puree; cook until oil separates. Add chicken and salt; fry 5–7 minutes. Add water, cover and cook until chicken is tender (15–20 minutes). Add garam masala and cilantro.']",['Nepali'],https://images.unsplash.com/photo-1603105037880-880cd4edfb0d?w=800&q=80,"['600g chicken (with bone, curry cut)', '3 tablespoons mustard oil', '1 teaspoon cumin seeds', '2 onions (finely chopped)', '2 tablespoons ginger-garlic paste', '1 teaspoon turmeric', '2 teaspoons red chili powder', '2 teaspoons coriander powder', '2 tomatoes (pureed)', '1 tablespoon salt', '1 cup water', '1 teaspoon garam masala', '2 tablespoons fresh cilantro']",15 minutes,Kukhura Ko Masu (Chicken Curry),4 servings,"Non-Vegetarian, Main Course"
,"['Heat oil, add fenugreek seeds; when dark, add onions; sauté until brown. Add ginger-garlic paste, turmeric, chili powder, coriander; cook 2 minutes. Add tomatoes; cook until soft. Add pork and salt; brown meat. Add water, cover, simmer 40–50 minutes until pork is tender. Add garam masala and cilantro.']",['Nepali'],https://images.unsplash.com/photo-1542010589005-d1eaab3cbf88?w=800&q=80,"['500g pork shoulder (cubed)', '3 tablespoons mustard oil', '1 teaspoon fenugreek seeds', '2 onions (chopped)', '2 tablespoons ginger-garlic paste', '2 teaspoons turmeric', '2 teaspoons red chili powder', '2 teaspoons coriander powder', '2 tomatoes (chopped)', '1 tablespoon salt', '2 cups water', '1 teaspoon garam masala', '2 tablespoons fresh cilantro']",20 minutes,Bangur Ko Masu (Pork Curry),4 servings,"Non-Vegetarian, Main Course"
,['Follow same as #50 but add 3 cups water and cook buffalo meat for 1–1.5 hours until very tender. Buffalo takes longer than goat.'],['Nepali'],https://images.unsplash.com/photo-1548940740-a09f9a3d09ce?w=800&q=80,"['500g buffalo meat (cubed)', '4 tablespoons mustard oil', '2 bay leaves', '4 cloves', '4 green cardamoms', '1 black cardamom', '1 cinnamon stick', '2 onions (finely chopped)', '2 tablespoons ginger-garlic paste', '2 teaspoons turmeric', '2 teaspoons red chili powder', '2 teaspoons coriander powder', '3 tomatoes (pureed)', '1 tablespoon salt', '3 cups water', '1 teaspoon garam masala', '2 tablespoons fresh cilantro']",25 minutes,Rango Ko Masu (Buffalo Curry),4 servings,"Non-Vegetarian, Main Course"
,"['Heat oil, add fenugreek seeds, then onion and green chilies; sauté until golden. Add ginger-garlic paste, turmeric, chili powder, coriander; cook 1 minute. Add tomato puree and salt; cook until oil separates. Add fish pieces gently, then water. Simmer covered for 8–10 minutes (do not stir too much). Add garam masala and cilantro. Serve with rice.']",['Nepali'],https://images.unsplash.com/photo-1559058989-5d1e5e7f0bce?w=800&q=80,"['600g firm white fish (rohu, catfish, or trout, cut into steaks)', '3 tablespoons mustard oil', '1 teaspoon fenugreek seeds', '1 onion (chopped)', '2 green chilies (slit)', '1 tablespoon ginger-garlic paste', '1 teaspoon turmeric', '2 teaspoons red chili powder', '1 teaspoon coriander powder', '2 tomatoes (pureed)', '1 teaspoon salt', '1 cup water', '2 tablespoons fresh cilantro', '1 teaspoon garam masala']",15 minutes,Machha Ko Tarkari (Fish Curry),4 servings,"Non-Vegetarian, Main Course"
,"['Soak dried fish in warm water for 10 minutes, then drain. Heat oil, add fenugreek seeds and onion; sauté until brown. Add ginger-garlic paste, turmeric, chili powder; cook 1 minute. Add tomatoes; cook until soft. Add fish, salt, and water. Simmer 10–15 minutes until curry thickens. Garnish with cilantro.']",['Nepali'],https://images.unsplash.com/photo-1571167541620-70f394f0d8e0?w=800&q=80,"['250g dried/smoked chhyapi fish', '3 tablespoons mustard oil', '1 teaspoon fenugreek seeds', '1 onion (chopped)', '1 tablespoon ginger-garlic paste', '1 teaspoon turmeric', '1 teaspoon red chili powder', '1 teaspoon salt (reduced if fish is salty)', '2 tomatoes (chopped)', '2 cups water', '2 tablespoons fresh cilantro']",15 minutes,Chhyapi Machha (Smoked/Dried Fish Curry),3 servings,"Non-Vegetarian, Main Course"
,"['Rinse dried fish quickly. Heat oil, add cumin seeds and dried chilies. Add onion; sauté until golden. Add ginger-garlic paste, turmeric, chili powder; cook 1 minute. Add tomatoes; cook until soft. Add dried fish, salt, and water. Simmer 8–10 minutes. Garnish with cilantro.']",['Nepali'],https://images.unsplash.com/photo-1555939594-77e04cd3ad8e?w=800&q=80,"['200g small dried fish', '3 tablespoons mustard oil', '1 teaspoon cumin seeds', '2 dried red chilies', '1 onion (chopped)', '1 tablespoon ginger-garlic paste', '1 teaspoon turmeric', '1 teaspoon red chili powder', '2 tomatoes (chopped)', '1/2 teaspoon salt', '1 cup water', '2 tablespoons fresh cilantro']",10 minutes,Dried Fish Curry,3 servings,"Non-Vegetarian, Main Course"
,"['Heat oil, add cumin seeds and onion; sauté until golden. Add ginger-garlic paste, turmeric, chili powder, coriander; cook 1 minute. Add tomato puree and salt; cook until oil separates. Add water. Gently add whole boiled eggs. Simmer 5 minutes, spooning gravy over eggs. Add garam masala and cilantro.']",['Nepali'],https://images.unsplash.com/photo-1600891964599-f61ba0e24092?w=800&q=80,"['6 hard-boiled eggs (peeled)', '3 tablespoons mustard oil', '1 teaspoon cumin seeds', '1 onion (finely chopped)', '1 tablespoon ginger-garlic paste', '1 teaspoon turmeric', '1 teaspoon red chili powder', '1 teaspoon coriander powder', '2 tomatoes (pureed)', '1 teaspoon salt', '1/2 cup water', '1/2 teaspoon garam masala', '2 tablespoons fresh cilantro']",10 minutes,Egg Curry,4 servings,"Egg, Main Course"
,"['Heat oil, add cumin seeds, onion, green chilies; sauté until golden. Add turmeric, chili powder; cook 30 seconds. Add tomatoes; cook until mushy. Pour beaten eggs and scramble on high heat for 2–3 minutes until eggs are set but soft. Garnish with cilantro. Serve with rice or roti.']",['Nepali'],https://images.unsplash.com/photo-1565299624946-b28f40a0ca4b?w=800&q=80,"['6 eggs (lightly beaten with pinch of salt)', '3 tablespoons mustard oil', '1 teaspoon cumin seeds', '1 onion (chopped)', '2 green chilies (chopped)', '1 teaspoon turmeric', '1 teaspoon red chili powder', '2 tomatoes (chopped)', '1/2 teaspoon salt', '2 tablespoons fresh cilantro']",10 minutes,Anda Ko Tarkari,4 servings,"Egg, Main Course"
,"['Heat oil/ghee in a pan. Add onion and green chilies; sauté until onion is translucent. Add turmeric, chili powder, salt; stir. Crack eggs directly into pan; scramble continuously on medium heat until eggs are cooked to desired consistency (2–3 minutes). Stir in cilantro at the end. Serve hot with chiura (beaten rice) or roti.']",['Nepali'],https://images.unsplash.com/photo-1571167452520-0e1a4e6cb2d5?w=800&q=80,"['4 large eggs', '2 tablespoons mustard oil or ghee', '1 small onion (finely chopped)', '2 green chilies (finely chopped)', '1/4 teaspoon turmeric', '1/4 teaspoon red chili powder', '1/4 teaspoon salt', '2 tablespoons fresh cilantro (chopped)']",5 minutes,Anda Bhujja (Nepali Style Scrambled Eggs),3 servings,"Egg, Main Course"
,"['Heat mustard oil in a pan, add cumin seeds and chili until they splutter, then toss in beaten rice, stir-fry for 2-3 minutes until crisp, and season with salt.']",['Nepali'],https://images.unsplash.com/photo-1565557623262-b51206e893e7?w=800&q=80,"['2 cups beaten rice (chiura, flattened)', '1 teaspoon cumin seeds', '2 tablespoons mustard oil', 'salt to taste', '1 green chili (chopped, optional)']",5 minutes,Chiura (Beaten Rice),4 servings,"Vegetarian, Main Course"
,"['Soak beaten rice in water for 5 minutes, drain well, mix with yogurt, salt, cumin powder, and cilantro, then chill briefly before serving.']",['Nepali'],https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=800&q=80,"['2 cups beaten rice (chiura)', '2 cups plain yogurt (dahi)', '1/2 teaspoon salt', '1/2 teaspoon roasted cumin powder', '2 tablespoons chopped cilantro']",10 minutes,Chiura with Dahi (Yogurt),4 servings,"Vegetarian, Main Course"
,"['Warm dal with ghee and turmeric, soak chiura briefly, drain, then layer chiura with hot dal and onions for serving.']",['Nepali'],https://images.unsplash.com/photo-1567620905732-2d1ec7ab7445?w=800&q=80,"['2 cups beaten rice (chiura)', '1 cup cooked lentil dal', '1 tablespoon ghee', '1/2 teaspoon turmeric', 'salt to taste', 'chopped onions optional']",15 minutes,Chiura with Dal,4 servings,"Vegetarian, Main Course"
,"['Prepare or heat meat curry with ginger, soak and drain chiura, then mix together and drizzle with mustard oil.']",['Nepali'],https://images.unsplash.com/photo-1512058564366-18510be2db19?w=800&q=80,"['2 cups beaten rice (chiura)', '1 cup cooked meat curry (masu)', '1 tablespoon mustard oil', '1 teaspoon ginger paste', 'salt to taste']",20 minutes,Chiura with Masu (Meat),4 servings,"Non-Vegetarian, Main Course"
,"['Knead flour, water, and salt into dough, rest 10 minutes, roll into flatbreads, cook on hot tawa with ghee until puffed and golden.']",['Nepali'],https://images.unsplash.com/photo-1574484284002-952d92456975?w=800&q=80,"['2 cups whole wheat flour (atta)', '1 cup water', '1/2 teaspoon salt', '1 tablespoon ghee']",20 minutes,Roti (Flatbread),4 servings,"Vegetarian, Main Course"
,"['Mix flour and salt, add water to form soft dough, divide into balls, roll thin, cook on dry hot griddle flipping until bubbles form.']",['Nepali'],https://images.unsplash.com/photo-1547592180-85f173990554?w=800&q=80,"['2 cups whole wheat flour', '3/4 cup water', '1/2 teaspoon salt']",20 minutes,Chapati,4 servings,"Vegetarian, Main Course"
,"['Knead dough with ghee, rest, roll small circles, deep-fry in hot oil until golden and puffed.']",['Nepali'],https://images.unsplash.com/photo-1596797038530-2c107229654b?w=800&q=80,"['2 cups whole wheat flour', '1 tablespoon ghee', '1/2 cup water', 'oil for frying', 'salt pinch']",25 minutes,Puri,4 servings,"Vegetarian, Main Course"
,"['Make layered dough with ghee folds, roll out, cook on tawa with ghee, pressing to puff layers.']",['Nepali'],https://images.unsplash.com/photo-1455619452474-d2be8b1ae538?w=800&q=80,"['2 cups whole wheat flour', '1 cup water', '2 tablespoons ghee', 'salt to taste']",30 minutes,Paratha,4 servings,"Vegetarian, Main Course"
,"['Knead corn flour with water and salt into soft dough, roll thick rounds, roast on fire or tawa until charred spots appear.']",['Nepali'],https://images.unsplash.com/photo-1504674900247-0877df9cc836?w=800&q=80,"['2 cups corn flour (makai ko atta)', '1 cup warm water', '1/2 teaspoon salt', '1 tablespoon ghee']",25 minutes,Makai Ko Roti (Corn Flatbread),4 servings,"Vegetarian, Main Course"
,"['Mix flour and salt with water to dough, pat into flatbreads, cook on hot griddle until crisp.']",['Nepali'],https://images.unsplash.com/photo-1490645935967-10de6ba17061?w=800&q=80,"['2 cups millet flour (kodo ko atta)', '1 cup water', '1/2 teaspoon salt']",25 minutes,Kodo Ko Roti (Millet Flatbread),4 servings,"Vegetarian, Main Course"
,"['Form dough, roll or pat thin, dry-roast on tawa flipping frequently until done.']",['Nepali'],https://images.unsplash.com/photo-1540189549336-e6e99e49c67f?w=800&q=80,"['2 cups buckwheat flour (fapar ko atta)', '1 cup water', '1/2 teaspoon salt']",25 minutes,Fapar Ko Roti (Buckwheat Flatbread),4 servings,"Vegetarian, Main Course"
,"['Knead with ghee, rest dough, roll, cook on tawa with ghee until browned.']",['Nepali'],https://images.unsplash.com/photo-1476224203421-74177f9f4a76?w=800&q=80,"['2 cups barley flour (jau ko atta)', '1 cup water', '1 tablespoon ghee', 'salt to taste']",30 minutes,Jau Ko Roti (Barley Bread),4 servings,"Vegetarian, Main Course"
,"['Rinse rice and dal, cook with water, cumin, ghee, and salt until soft porridge forms.']",['Nepali'],https://images.unsplash.com/photo-1414235077428-338989a2e8c0?w=800&q=80,"['1 cup rice', '1/2 cup moong dal', '4 cups water', '1 teaspoon cumin', '1 tablespoon ghee', 'salt to taste']",40 minutes,Khichadi (Rice and Lentils),4 servings,"Vegetarian, Main Course"
,"['Fry onions and cumin in ghee, add soaked rice and veggies, cook with water until fluffy.']",['Nepali'],https://images.unsplash.com/photo-1482049016688-2d3e1b311543?w=800&q=80,"['2 cups basmati rice', '1 cup mixed vegetables', '1 onion (sliced)', '1 teaspoon cumin', '2 tablespoons ghee', 'salt to taste']",35 minutes,Pulao (Pilaf Rice),4 servings,"Vegetarian, Main Course"
